Delivery_ID,Pickup_Latitude,Pickup_Longitude,Dropoff_Latitude,Dropoff_Longitude,Delivery_Distance_km,Package_Weight_kg,Delivery_Time_Est_min,Order_Value,Platform_Fees,Time_of_Day,Day_of_Week,Weather_Condition,Delivery_Type,Traffic_Index,Delivery_Location_Type,Discount_Applied,Surge_Multiplier,Fuel_Cost,Total_Delivery_Fee
5350,-56.057245,-78.594193,49.8131945,2.405854,41.84,20.0,129,11.24,4.6,Afternoon,Monday,Snowy,Standard,1.9,Urban,0.0,1.0,9.01,57.082
5351,81.2267005,58.637896,-39.4422465,-144.749718,42.9,5.32,226,394.01,4.9,Morning,Monday,Windy,Express,0.94,Suburban,3.22,1.0,1.29,39.95
5352,-6.4827115,27.264996,73.4408545,-59.628673,16.52,9.66,227,5.64,1.5,Night,Monday,Windy,Standard,0.83,Urban,17.33,1.34,9.0,20.92164
5353,-66.361612,-58.297854,-34.173275,-131.988968,11.94,2.94,41,171.9,2.24,Night,Friday,Cloudy,Express,1.23,Remote,6.42,1.56,5.41,22.70832
5354,-53.577563,-82.492429,-72.3717445,-12.517873,13.99,18.62,74,28.06,2.25,Night,Friday,Windy,Express,0.79,Remote,0.0,1.0,7.33,30.082
5355,-2.0207235,-103.33576,-1.0401475,5.831931,42.69,16.39,20,59.91,2.66,Morning,Thursday,Sunny,Standard,1.31,Suburban,16.75,1.0,6.82,35.07700000000001
5356,-51.708306,-141.357515,-5.4879135,-118.672014,24.6,5.71,145,368.94,2.86,Night,Thursday,Cloudy,Express,1.96,Remote,0.0,1.95,1.7,52.83525
5357,46.7681675,-149.733348,-85.461063,117.286204,5.75,8.81,190,19.05,2.9,Night,Tuesday,Rainy,Standard,1.65,Remote,0.0,1.0,3.18,15.085
5358,-82.2240495,153.483596,-14.31569,127.376834,28.44,8.76,94,499.57,2.95,Morning,Thursday,Rainy,Express,0.57,Suburban,0.0,1.0,2.59,32.672
5359,75.9541865,-86.501206,-66.891869,-99.633466,30.51,13.87,192,120.73,0.81,Night,Friday,Snowy,Express,0.57,Remote,9.29,1.0,7.49,30.353
5360,32.313093,157.676406,7.6401545,-12.982408,5.1,15.28,176,164.66,4.8,Night,Saturday,Windy,Standard,0.66,Urban,0.0,1.0,7.84,24.36
5361,5.379979,69.581473,26.8100485,-18.149086,41.4,3.77,196,268.25,1.95,Evening,Thursday,Sunny,Express,1.47,Suburban,0.0,1.0,4.2,41.155
5362,-3.7931555,60.793249,68.8039715,163.891816,49.62,0.86,138,352.47,2.54,Night,Monday,Snowy,Express,1.07,Urban,0.0,1.0,5.07,47.736
5363,-50.4691665,-109.427514,-16.210464,93.504781,23.69,17.76,185,472.19,0.54,Afternoon,Saturday,Snowy,Standard,0.91,Suburban,0.0,1.0,8.16,36.532
5364,-83.6233765,-113.1711,35.400386,-15.18693,20.83,15.05,125,178.13,3.2,Night,Friday,Windy,Standard,1.53,Remote,0.0,1.0,3.22,30.609
5365,-76.599352,-49.371437,-38.345212,-6.824142,10.72,1.29,156,203.81,3.44,Evening,Monday,Sunny,Standard,1.24,Urban,0.0,1.0,6.96,19.621
5366,-24.904679,-34.845941,22.9287465,-148.039039,6.08,13.97,150,13.04,2.35,Morning,Friday,Windy,Standard,0.84,Suburban,0.0,1.0,8.99,23.189
5367,-37.0931515,-143.986049,-39.39147,-149.161385,24.45,7.88,107,202.73,0.8,Afternoon,Thursday,Snowy,Express,0.67,Remote,0.0,1.0,8.87,33.17
5368,77.692852,114.301708,20.7763335,-34.647519,39.96,5.62,119,180.25,1.29,Afternoon,Friday,Snowy,Standard,1.64,Suburban,0.0,1.0,8.93,44.998
5369,-67.766179,-93.219587,-5.921645,-128.300895,3.68,2.15,237,356.22,4.56,Morning,Thursday,Sunny,Express,1.35,Suburban,4.59,1.0,4.46,8.449000000000002
5370,23.036312,-103.86924,-3.10335,-148.323718,39.4,4.71,127,389.56,0.84,Afternoon,Saturday,Rainy,Standard,1.63,Suburban,1.15,1.0,7.33,40.895
5371,-51.679915,-62.296568,-17.5810785,-136.573724,8.49,19.17,41,302.89,1.9,Evening,Sunday,Snowy,Express,0.79,Remote,8.99,1.0,1.01,10.297
5372,-79.8744905,91.903063,83.2231935,-128.487256,37.41,3.17,118,426.18,2.61,Morning,Wednesday,Snowy,Standard,1.9,Remote,0.0,1.0,4.46,38.583
5373,10.411552,173.957528,-35.8095345,-118.204692,46.74,12.12,168,271.63,3.8,Night,Monday,Snowy,Express,1.02,Suburban,3.9,1.0,8.51,51.862
5374,86.66254,-94.751069,-60.0778255,115.395037,19.39,4.78,40,149.89,0.68,Morning,Tuesday,Snowy,Standard,1.76,Remote,0.0,1.0,8.31,26.892
5375,-52.6971835,177.220346,-88.204108,-111.415756,29.24,16.1,84,58.04,1.05,Morning,Saturday,Rainy,Standard,1.61,Remote,0.0,1.0,1.38,33.872
5376,-7.5481055,71.999665,29.1061165,-111.232672,19.09,18.12,23,205.33,2.68,Afternoon,Saturday,Rainy,Standard,1.55,Remote,0.0,1.0,9.11,36.122
5377,-68.118597,-127.682882,45.6492835,-136.174682,5.54,1.04,198,101.28,1.68,Afternoon,Thursday,Snowy,Express,1.85,Suburban,0.0,1.0,4.58,11.212
5378,62.49683,82.894957,-73.2615225,83.401824,5.84,8.7,65,263.63,1.14,Morning,Tuesday,Sunny,Standard,1.1,Remote,0.0,1.0,1.61,11.772
5379,-49.5528575,-68.764431,57.6043065,178.766924,33.14,2.6,221,389.51,2.48,Afternoon,Thursday,Windy,Standard,0.59,Remote,12.43,1.0,5.4,23.262
5380,-55.2225665,143.310961,70.6528145,-115.580061,27.37,5.3,114,217.62,3.86,Evening,Friday,Cloudy,Express,1.58,Suburban,14.17,1.29,2.32,25.46653999999999
5381,-18.9901065,-144.377252,-38.116628,-62.135267,39.46,8.59,124,206.0,0.55,Afternoon,Sunday,Rainy,Express,1.21,Remote,0.0,1.0,1.79,38.203
5382,68.955537,57.490543,20.792083,-135.248586,4.59,13.76,14,459.72,1.29,Afternoon,Friday,Windy,Standard,1.05,Remote,0.0,1.0,1.8,13.642
5383,-61.0227625,-69.76561,27.038588,-142.550894,24.49,19.33,145,409.83,3.93,Night,Tuesday,Sunny,Standard,1.79,Suburban,0.0,2.07,8.68,86.66469
5384,10.2135095,-4.867231,-30.2999625,99.201828,20.74,7.4,36,262.38,4.16,Afternoon,Sunday,Sunny,Express,1.15,Urban,0.0,1.0,1.12,25.572
5385,20.571245,-88.504661,-24.4515795,99.387568,29.38,4.97,45,74.92,2.04,Morning,Sunday,Sunny,Express,1.93,Urban,0.0,1.0,2.54,30.569
5386,50.5239475,151.847408,-13.418264,2.619048,36.5,5.98,226,456.54,4.33,Evening,Wednesday,Cloudy,Express,0.66,Urban,0.0,1.0,2.77,39.29000000000001
5387,-23.9994545,52.456224,23.372528,-172.681755,40.89,6.86,156,314.54,1.24,Morning,Wednesday,Sunny,Express,1.42,Urban,5.26,1.0,1.97,34.09200000000001
5388,53.4458185,-44.020895,17.2222,-112.211514,48.3,19.48,130,364.6,0.97,Afternoon,Saturday,Snowy,Standard,1.24,Remote,0.0,1.0,7.79,57.14
5389,19.1958705,-153.989983,59.0249075,52.951192,11.4,0.89,105,19.62,1.44,Morning,Saturday,Windy,Express,1.45,Urban,3.71,1.0,7.22,14.515
5390,26.34135,81.959503,12.428547,-112.143186,27.84,13.84,231,99.49,5.0,Night,Tuesday,Cloudy,Express,1.32,Suburban,1.78,1.0,3.7,36.112
5391,-13.807486,-83.56767,-81.683024,-84.417808,2.17,3.31,56,371.46,3.31,Evening,Friday,Rainy,Standard,1.13,Remote,0.0,1.0,6.55,13.251
5392,-29.535862,47.80325,25.0006705,72.077211,47.22,4.59,61,217.01,1.67,Morning,Monday,Sunny,Express,0.72,Suburban,0.0,2.17,1.11,92.98667
5393,48.732969,136.441548,-4.671278,-155.179111,41.03,2.33,84,9.02,1.77,Evening,Sunday,Snowy,Express,0.57,Remote,0.0,1.0,5.38,41.13900000000001
5394,17.879072,37.813248,-17.282815,-122.404592,39.12,5.39,192,10.78,3.79,Morning,Friday,Windy,Standard,1.65,Suburban,10.05,1.32,1.33,41.57652
5395,74.0335525,-13.498064,-76.61429,-43.892103,27.74,8.68,181,446.06,2.87,Morning,Friday,Windy,Standard,0.75,Urban,0.0,1.0,9.97,39.372
5396,-83.7066195,109.635189,67.165153,-7.172979,4.56,11.52,50,31.75,1.23,Night,Wednesday,Cloudy,Standard,1.3,Suburban,5.05,1.0,1.55,7.138000000000001
5397,89.926502,-7.930002,88.4984775,-43.197357,10.91,5.88,22,86.85,4.04,Afternoon,Sunday,Cloudy,Standard,1.24,Suburban,0.0,1.0,4.54,20.248
5398,83.6574225,-66.245819,-85.499799,115.527383,19.95,4.43,111,373.36,4.12,Afternoon,Tuesday,Cloudy,Standard,0.97,Suburban,0.0,1.0,8.42,30.715
5399,-67.233562,-94.082757,36.422799,49.224724,3.63,13.12,234,141.76,2.46,Night,Thursday,Windy,Standard,1.32,Suburban,11.71,1.0,6.36,6.573999999999998
5400,49.95359,55.738659,-26.9345235,-56.637783,20.36,7.05,111,276.13,3.96,Afternoon,Wednesday,Windy,Standard,0.95,Remote,0.0,1.0,4.48,28.253
5401,-10.3629845,-96.604039,15.7741215,-47.049245,14.96,10.87,23,307.25,2.42,Morning,Monday,Cloudy,Standard,1.79,Remote,0.0,1.0,9.22,29.043
5402,-47.26101,-125.338303,43.321928,-126.942744,40.56,11.76,32,392.13,4.38,Afternoon,Saturday,Snowy,Standard,1.33,Remote,0.0,1.0,5.46,48.16800000000001
5403,85.7314925,18.889062,-71.0166085,66.627937,12.28,18.62,185,486.33,4.74,Afternoon,Sunday,Cloudy,Standard,0.61,Suburban,0.0,1.0,2.8,26.674
5404,-47.9254735,-55.802575,45.2435955,150.655094,21.73,11.19,116,225.29,3.0,Morning,Wednesday,Rainy,Express,0.65,Urban,19.91,1.0,8.07,14.139
5405,-44.6981665,96.983454,-43.7208985,-74.306081,35.29,14.47,73,29.61,0.71,Afternoon,Thursday,Sunny,Standard,1.07,Suburban,0.0,1.0,2.35,38.527
5406,10.125181,-129.253295,-78.3226915,-171.857153,42.22,4.92,195,470.21,4.46,Evening,Monday,Rainy,Standard,0.59,Remote,3.26,1.0,1.54,38.97600000000001
5407,-43.83781,-162.122873,-39.462871,-52.84319,34.75,9.03,43,476.87,4.59,Night,Saturday,Rainy,Standard,1.98,Urban,0.0,1.0,6.44,43.345
5408,16.3589115,22.523152,-54.20832,-106.636706,33.54,6.8,117,396.84,0.51,Afternoon,Friday,Windy,Express,1.63,Urban,0.0,1.0,5.86,36.602
5409,55.1649555,159.291071,86.230773,-8.53616,46.84,13.18,184,135.87,1.23,Morning,Thursday,Sunny,Express,1.48,Remote,0.0,1.0,2.12,47.41199999999999
5410,64.056377,154.201735,-74.272722,-45.540501,29.26,9.85,28,419.17,2.9,Evening,Monday,Cloudy,Standard,0.67,Urban,10.94,1.0,3.36,23.65300000000001
5411,49.346364,-13.888146,-85.3556285,-15.459129,39.51,18.2,40,39.3,4.31,Morning,Sunday,Sunny,Express,1.51,Urban,4.49,1.0,9.25,49.778
5412,-11.362951,117.244009,52.651259,46.757053,8.14,10.39,113,152.28,2.91,Night,Monday,Rainy,Express,0.7,Remote,9.47,1.0,9.0,14.147
5413,-82.8987385,28.456872,-42.5897225,-158.163316,41.16,3.43,89,198.61,1.43,Night,Wednesday,Windy,Express,1.56,Suburban,7.98,1.0,2.77,30.863
5414,-60.3838575,-135.697091,29.730089,158.491048,33.15,16.54,188,156.79,1.06,Night,Tuesday,Sunny,Standard,1.87,Remote,0.0,1.0,7.03,42.88
5415,-54.924509,-107.532204,40.411203,-125.540967,9.68,15.12,225,130.6,4.13,Evening,Monday,Sunny,Standard,1.37,Suburban,18.2,1.0,6.31,7.543999999999997
5416,-6.997795,101.011853,-57.8772895,104.76097,38.09,1.51,216,204.24,2.09,Night,Monday,Cloudy,Standard,1.77,Remote,14.44,1.0,1.67,20.54700000000001
5417,-66.2881945,132.556172,-69.010519,155.263673,18.68,6.82,111,319.31,0.99,Morning,Wednesday,Sunny,Express,1.2,Suburban,19.34,1.0,8.71,8.713999999999999
5418,-88.28019,-59.363485,82.8456365,47.6226,27.31,10.86,76,434.42,0.56,Night,Monday,Rainy,Express,1.13,Suburban,0.0,1.0,6.97,34.808
5419,28.9164925,-162.04976,10.852056,-51.651452,38.58,17.74,127,214.72,3.22,Morning,Tuesday,Sunny,Standard,1.14,Remote,0.0,1.0,3.89,46.844
5420,-69.130431,-146.574089,-41.5167285,-106.667855,49.86,8.99,150,33.46,4.19,Evening,Tuesday,Snowy,Standard,0.58,Remote,13.74,1.0,3.88,38.713
5421,50.6295675,-24.458547,60.629545,-121.74306,40.64,8.95,133,36.11,0.73,Night,Tuesday,Cloudy,Express,1.63,Remote,12.9,2.02,7.69,78.82213999999999
5422,36.7371585,-57.144958,64.168424,107.596312,46.08,13.5,232,471.13,3.21,Night,Friday,Windy,Express,1.39,Remote,0.0,1.0,3.13,49.954
5423,33.631981,-24.320622,77.5239145,-92.818058,15.28,12.45,162,192.47,1.94,Morning,Thursday,Rainy,Standard,1.04,Urban,14.91,1.0,9.4,14.879
5424,3.6733715,115.678639,-27.0041085,160.483463,11.79,18.08,164,256.0,1.29,Night,Thursday,Cloudy,Express,1.97,Suburban,8.73,1.68,8.35,38.49816
5425,78.647859,-68.649418,-87.648909,54.363995,38.96,14.04,23,208.97,4.28,Morning,Monday,Rainy,Standard,0.89,Remote,0.0,1.0,9.05,51.518
5426,-23.6501725,168.963341,-0.079209,57.743006,15.06,16.47,232,428.01,1.42,Night,Sunday,Sunny,Express,1.8,Suburban,18.27,1.0,9.45,12.883
5427,60.760623,-19.384944,7.706533,143.938772,49.26,18.95,98,335.87,3.27,Morning,Tuesday,Cloudy,Standard,1.24,Urban,9.17,1.0,2.35,45.33300000000001
5428,2.108086,-177.224188,84.471981,-121.059583,45.04,1.41,156,35.82,2.24,Morning,Thursday,Cloudy,Standard,0.53,Urban,16.42,1.0,5.86,28.417
5429,3.82602,-165.895368,-88.0343435,156.279733,24.75,14.83,104,45.7,4.05,Afternoon,Sunday,Windy,Standard,0.96,Urban,0.0,1.62,9.15,65.4723
5430,28.6732825,-153.757262,-6.636088,136.292997,6.96,2.74,126,394.84,4.65,Night,Wednesday,Rainy,Express,0.94,Remote,14.45,1.0,4.25,1.388000000000002
5431,26.869599,-7.374057,-66.6985265,-161.880929,49.31,0.36,83,262.37,3.87,Afternoon,Wednesday,Rainy,Express,0.56,Suburban,0.0,1.0,6.18,49.678
5432,47.4724365,-116.117389,-11.408506,-66.365855,22.83,5.85,89,321.76,1.62,Night,Saturday,Snowy,Express,1.93,Urban,0.0,1.0,8.46,31.269
5433,30.28051,-106.959078,38.9587595,139.486101,15.17,3.48,164,361.45,1.16,Night,Friday,Cloudy,Standard,1.18,Remote,0.0,1.0,1.74,16.776
5434,5.1517235,-152.013653,-49.2625025,53.661174,40.34,8.47,222,472.62,1.88,Evening,Thursday,Windy,Express,1.6,Urban,2.5,1.0,6.53,42.41700000000001
5435,-20.1381635,13.886593,-5.2807765,-141.970866,25.13,11.53,96,344.27,3.97,Night,Monday,Rainy,Express,1.79,Urban,0.0,1.0,5.31,35.149
5436,24.364639,35.938944,-69.125965,77.810035,2.09,12.36,59,246.94,3.39,Night,Thursday,Windy,Standard,1.35,Remote,15.51,2.72,1.02,17.84264
5437,70.665004,-163.745957,-63.2891745,61.03188,18.2,7.24,196,445.49,2.98,Afternoon,Friday,Snowy,Express,1.05,Remote,0.0,2.67,3.45,65.7087
5438,42.8600725,164.023413,-8.485518,34.540033,13.35,3.16,188,496.96,2.74,Night,Thursday,Cloudy,Express,0.59,Urban,14.7,1.0,7.68,7.98
5439,40.071616,156.392373,-9.489287,48.541618,21.08,19.65,198,367.9,4.57,Morning,Tuesday,Rainy,Express,1.22,Urban,17.56,1.67,9.6,50.67453
5440,3.1478315,-105.909951,47.1857455,49.55627,6.62,15.41,48,237.57,2.4,Night,Friday,Windy,Standard,1.77,Urban,0.0,1.0,5.57,20.971
5441,-0.4383015,-45.60076,70.765384,84.619111,34.46,12.38,20,110.69,0.91,Morning,Thursday,Rainy,Express,1.7,Urban,0.0,1.0,4.25,38.918
5442,59.1937315,100.225971,19.180341,148.569151,6.9,3.59,179,315.84,1.14,Night,Wednesday,Windy,Express,0.59,Suburban,0.0,1.0,9.84,18.295
5443,-32.485638,-52.511338,57.9905675,-33.50797,31.28,14.46,139,493.4,3.56,Afternoon,Tuesday,Cloudy,Standard,1.81,Remote,0.0,1.0,5.45,41.26400000000001
5444,4.257849,-74.011404,-25.4967135,-53.203728,14.22,9.75,223,291.53,1.53,Night,Sunday,Windy,Standard,1.15,Urban,0.0,1.0,4.25,22.031
5445,66.0489325,-20.75142,-27.8494545,34.308828,41.02,14.24,50,32.64,3.09,Morning,Wednesday,Windy,Express,1.26,Remote,0.0,2.5,6.62,124.115
5446,9.0330375,77.428514,50.263954,146.746074,48.31,15.92,163,287.13,1.85,Evening,Sunday,Snowy,Standard,0.64,Urban,0.0,1.92,2.97,98.74176
5447,-70.103952,-98.081403,-82.8724375,9.945274,48.17,14.28,154,111.59,2.54,Afternoon,Friday,Rainy,Standard,1.54,Urban,0.0,1.0,1.63,49.846
5448,4.1073975,138.409601,13.667874,-141.222928,42.94,0.89,114,424.26,3.55,Night,Sunday,Rainy,Express,1.32,Remote,12.99,1.0,9.13,34.48699999999999
5449,-21.698837,-74.611669,29.612919,179.59532,7.62,3.03,109,397.81,1.05,Night,Saturday,Snowy,Express,1.95,Suburban,0.0,1.0,5.55,14.211
5450,53.2846935,-67.538524,-42.675572,-121.411041,43.07,0.4,115,272.04,1.47,Afternoon,Sunday,Rainy,Standard,0.61,Remote,19.74,1.36,2.24,32.43776000000001
5451,-56.7317275,88.088601,-15.096918,107.832419,39.3,9.64,59,130.16,2.38,Evening,Thursday,Windy,Standard,0.88,Urban,0.0,1.0,8.76,47.4
5452,-85.4735225,-52.048021,6.2885865,29.422722,5.72,18.36,66,443.85,4.87,Afternoon,Saturday,Snowy,Standard,1.99,Remote,0.0,1.0,3.87,22.496
5453,46.0435765,67.616402,71.6395555,89.875343,20.32,3.71,146,349.1,3.56,Morning,Monday,Windy,Express,1.3,Remote,0.0,2.53,1.71,59.15393
5454,75.5330925,166.890471,74.7825745,-6.88146,13.69,19.74,117,80.29,4.25,Afternoon,Friday,Rainy,Express,0.79,Suburban,18.77,1.0,9.82,16.122
5455,-41.427506,-29.162481,-81.483848,-60.914757,35.13,10.16,154,372.04,2.05,Afternoon,Wednesday,Cloudy,Standard,0.81,Urban,0.0,1.36,8.0,58.79824000000001
5456,-88.534442,16.253468,-60.147478,164.231068,49.64,19.41,66,135.23,0.64,Afternoon,Friday,Snowy,Express,1.39,Urban,0.0,1.52,9.09,89.90344
5457,85.860494,-167.193362,-30.13029,122.152197,22.96,10.21,208,405.35,3.98,Morning,Monday,Cloudy,Express,0.78,Remote,0.0,1.0,7.18,34.633
5458,-72.1199685,174.823916,-73.0480725,-102.291216,21.19,14.73,52,253.95,4.51,Night,Thursday,Snowy,Standard,0.86,Urban,0.0,1.0,7.37,36.197
5459,-38.6906675,147.299727,-75.4917095,-141.669598,12.87,8.25,108,417.64,1.32,Night,Thursday,Windy,Standard,1.26,Remote,0.0,1.18,7.31,27.20018
5460,7.2367085,-165.002698,43.4934785,-170.47931,21.89,6.02,113,7.3,2.43,Afternoon,Monday,Snowy,Express,1.16,Remote,15.09,1.0,8.88,16.742
5461,27.6875175,22.04746,-29.481362,122.559402,37.67,17.67,139,133.89,0.92,Morning,Friday,Sunny,Standard,0.54,Urban,0.0,1.0,4.15,44.041
5462,-13.911313,-32.120709,-77.2573595,45.316463,49.23,13.94,212,55.29,2.16,Night,Wednesday,Sunny,Express,1.36,Urban,0.0,1.0,2.49,51.004
5463,4.508597,136.404643,-47.214917,-33.195797,5.13,19.64,237,304.75,4.49,Morning,Tuesday,Windy,Standard,1.2,Urban,0.0,1.0,3.51,21.924
5464,1.9913015,138.993527,-81.733565,-21.103325,30.44,15.96,58,259.58,4.44,Night,Wednesday,Windy,Standard,0.66,Remote,0.0,2.65,4.18,108.5228
5465,-67.2321585,-76.972467,66.626734,15.343041,28.64,4.64,132,192.93,2.23,Night,Monday,Snowy,Express,0.67,Remote,0.0,1.0,7.69,35.152
5466,15.9849755,104.741375,-9.9104605,162.338567,17.7,0.3,151,292.5,3.41,Evening,Wednesday,Sunny,Standard,1.8,Remote,14.99,1.0,4.48,7.209999999999999
5467,-23.509537,48.863779,-32.793777,-133.842793,36.54,3.7,183,354.39,2.86,Afternoon,Thursday,Windy,Standard,0.79,Remote,10.21,1.0,7.73,31.462
5468,-77.2008235,-55.451645,-0.846544,-143.324884,13.79,8.8,25,168.6,2.73,Morning,Friday,Cloudy,Standard,1.02,Urban,2.89,1.0,8.23,23.502
5469,15.3180895,-118.894053,64.961285,-135.572063,29.29,3.73,79,12.1,4.04,Night,Wednesday,Windy,Standard,1.09,Remote,0.0,1.0,5.56,34.897
5470,-55.007314,-147.941183,69.0587175,147.571522,27.74,11.07,86,247.01,3.34,Morning,Friday,Sunny,Express,0.78,Urban,13.1,1.0,6.91,24.877
5471,89.2882605,-26.694255,29.2691895,-52.897157,46.61,15.54,54,317.4,1.61,Night,Wednesday,Sunny,Standard,1.55,Suburban,0.0,1.0,1.12,47.788
5472,-10.567398,-172.444752,19.1515515,107.84942,24.23,0.16,180,97.84,1.3,Morning,Tuesday,Rainy,Express,1.25,Urban,9.97,1.0,3.8,14.594
5473,70.9788055,34.768209,73.7903165,126.1105,46.54,0.74,102,409.94,4.01,Night,Tuesday,Windy,Standard,1.45,Urban,7.87,1.0,1.4,35.142
5474,-62.8644665,112.53212,74.270624,57.649618,7.63,19.67,76,309.22,2.27,Afternoon,Wednesday,Rainy,Standard,1.03,Remote,0.0,1.0,2.63,20.839
5475,-0.9136665,17.254278,-24.2472445,-33.116338,14.5,8.62,103,436.49,0.61,Afternoon,Sunday,Cloudy,Express,0.95,Urban,0.0,1.0,9.06,25.58
5476,28.0705705,52.297749,40.217123,146.994254,11.92,19.72,156,418.55,3.37,Afternoon,Monday,Sunny,Express,0.89,Urban,4.1,1.0,3.56,22.226
5477,-40.6661055,-51.092099,-29.7108205,-49.157822,14.3,11.02,167,448.9,0.8,Night,Sunday,Rainy,Standard,1.51,Remote,0.0,1.0,6.82,24.57
5478,77.0310365,-156.761637,57.838903,176.693436,34.68,2.53,41,215.32,0.54,Afternoon,Tuesday,Sunny,Express,1.21,Remote,0.0,1.0,3.6,33.149
5479,-89.1761065,-41.456876,17.684516,141.601091,11.4,11.39,128,474.85,4.27,Evening,Thursday,Rainy,Standard,0.55,Suburban,0.0,1.0,4.58,23.665
5480,-8.9710625,-164.408528,-25.7066025,-172.403461,35.34,13.85,41,161.02,3.28,Morning,Tuesday,Windy,Standard,1.17,Suburban,0.0,1.0,3.04,41.517
5481,-71.641668,-90.896249,53.093894,-158.774368,1.66,9.88,81,98.41,3.58,Evening,Thursday,Cloudy,Standard,0.66,Urban,0.0,1.0,5.36,15.208
5482,-0.256408,-92.431572,59.3513365,-126.518241,35.05,4.19,205,350.13,1.01,Night,Tuesday,Snowy,Standard,1.61,Urban,11.39,1.76,2.35,47.56119999999999
5483,-87.825905,29.598327,-39.1699275,-70.924912,47.32,3.13,66,485.1,1.73,Morning,Friday,Rainy,Standard,1.25,Suburban,0.0,1.0,3.8,44.95099999999999
5484,-40.458117,-138.197019,13.6758665,68.780544,8.96,7.98,60,209.18,3.09,Afternoon,Thursday,Snowy,Express,1.12,Urban,0.0,1.0,6.74,20.988
5485,22.2222525,-102.72316,-24.239579,-119.670649,8.91,17.9,62,188.82,3.42,Night,Tuesday,Sunny,Standard,1.56,Urban,0.0,1.42,7.06,37.71235999999999
5486,38.3595445,24.44775,19.080065,80.796925,34.76,3.85,69,468.9,2.31,Night,Tuesday,Sunny,Express,1.37,Suburban,0.0,1.0,4.47,36.513
5487,55.014505,50.875578,63.7062935,-157.265153,23.26,10.69,164,456.18,3.45,Morning,Sunday,Cloudy,Express,0.78,Suburban,6.89,1.0,4.59,25.103
5488,-64.502987,145.314716,42.2459285,43.863573,28.02,13.85,36,123.23,4.04,Night,Wednesday,Snowy,Standard,0.86,Urban,0.0,1.0,2.13,35.511
5489,-71.4676635,-61.386964,-53.801597,119.259716,10.09,2.86,168,58.96,4.31,Night,Friday,Snowy,Standard,0.81,Suburban,10.01,1.0,1.34,5.142000000000001
5490,-76.590666,-107.009019,37.847034,-162.853455,11.51,18.09,106,168.9,4.25,Morning,Friday,Windy,Express,1.54,Suburban,0.0,1.0,4.27,26.773
5491,-34.2476305,62.987007,23.1652915,102.36542,23.7,19.43,159,155.41,2.5,Night,Tuesday,Rainy,Express,1.12,Suburban,1.67,1.24,8.04,46.9566
5492,22.799421,-110.319676,-40.665197,11.202035,12.61,16.81,182,16.8,2.29,Morning,Wednesday,Sunny,Express,1.8,Remote,0.0,1.0,7.92,28.703
5493,55.3874725,-164.633356,-74.1813915,147.993114,10.43,2.28,177,36.81,1.63,Night,Friday,Cloudy,Express,0.6,Remote,19.38,1.0,7.14,-1.125999999999998
5494,-49.115226,49.646984,24.1971225,-9.931482,17.76,0.88,19,395.6,4.68,Night,Sunday,Windy,Express,1.35,Suburban,13.86,1.0,8.37,13.838
5495,31.3130225,-159.1478,-80.800768,-37.621276,2.95,12.25,179,427.47,2.15,Afternoon,Sunday,Rainy,Express,1.14,Remote,0.0,1.0,2.51,13.145
5496,-42.461469,-108.542269,-30.421325,114.567843,42.08,11.1,143,370.8,4.27,Morning,Sunday,Cloudy,Express,1.75,Remote,19.29,1.0,2.83,27.02399999999999
5497,-70.9287365,-120.215411,-25.412585,49.023739,24.07,7.31,13,127.72,4.94,Morning,Monday,Cloudy,Standard,1.49,Suburban,0.0,2.03,6.27,69.26563
5498,-21.1983005,161.998733,24.848451,167.664803,17.28,19.18,111,107.36,4.09,Night,Monday,Rainy,Express,0.8,Urban,0.0,1.0,2.23,29.734
5499,-80.442818,173.757545,19.7510075,42.871951,37.91,2.2,34,386.54,1.73,Evening,Monday,Cloudy,Standard,1.09,Remote,0.0,1.0,1.94,35.098
5500,64.6555545,-40.682458,32.0576585,97.378418,4.73,8.52,74,245.75,2.29,Evening,Saturday,Cloudy,Standard,1.35,Remote,0.0,1.0,2.46,12.794
5501,88.6091795,-83.224236,-47.074088,131.271247,2.54,14.52,122,367.75,2.84,Afternoon,Wednesday,Snowy,Standard,0.93,Remote,0.0,2.86,4.01,46.16612
5502,64.6325145,173.101311,19.899762,-64.30256,28.12,4.08,195,173.43,1.29,Night,Sunday,Cloudy,Express,1.1,Remote,0.0,1.0,5.65,31.476
5503,-5.6593165,35.347963,31.098508,58.797985,34.4,8.12,163,343.19,2.28,Night,Wednesday,Rainy,Standard,0.93,Urban,0.0,1.0,8.62,42.48
5504,-36.0683955,85.485566,53.239703,-96.545791,49.05,13.14,225,497.36,4.27,Night,Wednesday,Sunny,Standard,1.17,Remote,9.09,1.22,5.48,58.6932
5505,-39.4510765,-79.3432,-74.591341,92.472359,15.58,1.12,139,469.77,3.06,Evening,Tuesday,Windy,Express,0.94,Suburban,0.0,1.0,7.37,23.454
5506,11.6272775,165.260279,-2.5812515,148.796531,5.08,11.5,25,321.22,0.5,Night,Saturday,Cloudy,Express,1.98,Remote,0.0,1.0,6.34,16.654
5507,51.129407,40.750516,-49.7446925,122.246179,21.83,11.81,163,234.44,4.58,Night,Saturday,Rainy,Standard,1.74,Suburban,0.0,1.0,4.98,32.929
